20:26:11: GetMCHelp:234-244 
11:48:19: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:19: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:19: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:19: 牧场发包错误屋里凡凡3号
11:48:19: 牧场发包错误:
11:48:19: 牧场发包错误:MCAcceptTask
11:48:19: MCAcceptTask:2046-268 
11:48:19: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:18: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:18: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:18: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:18: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:18: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:18: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:17: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:17: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:17: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:17: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:17: MCAcceptTask:2032-268 
11:48:17: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:17: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:16: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:16: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:16: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:16: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:16: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:16: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:15: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:15: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:15: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:15: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:15: MCAcceptTask:2031-268 
11:48:14: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:14: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:14: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:14: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:14: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:13: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:13: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:13: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:13: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:13: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:13: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:12: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:12: MCAcceptTask:2047-268 
11:48:12: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:12: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:12: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:12: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:12: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:11: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:11: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:11: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:11: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:11: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:11: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:10: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:10: GetMyPasture:2031-268 
11:48:10: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:10: 农场发包错误屋里凡凡3号
11:48:10: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:10: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:10: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:10: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:09: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:09: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:09: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:09: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:09: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:09: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:08: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:08: 牧场发包错误屋里凡凡3号
11:48:08: 牧场发包错误:
11:48:08: 牧场发包错误:MCAcceptTask
11:48:08: MCAcceptTask:2032-268 
11:48:08: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:08: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:08: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:08: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:08: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:07: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:07: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:07: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:07: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:07: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:07: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:06: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:06: MCAcceptTask:2031-268 
11:48:06: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:06: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:06: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:06: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:06: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:05: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:05: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:05: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:05: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:05: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:05: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:04: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:04: MCAcceptTask:2047-268 
11:48:04: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:04: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:04: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:04: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:04: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:03: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:03: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:03: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:03: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:03: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:02: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:02: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:02: MCAcceptTask:2031-268 
11:48:02: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:48:02: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:02: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:02: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:01: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:01: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:01: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:01: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:01: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:01: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:00: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:00: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:48:00: GetMyPasture:2031-268 
11:48:00: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:00: 农场发包错误屋里凡凡3号
11:48:00: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:48:00: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:48:00: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:59: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:59: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:59: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:59: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:59: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:59: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:58: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:58: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:58: 牧场发包错误屋里凡凡3号
11:47:58: 牧场发包错误:
11:47:58: 牧场发包错误:MCAcceptTask
11:47:58: MCAcceptTask:2047-268 
11:47:58: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:58: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:58: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:57: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:57: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:57: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:57: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:57: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:56: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:56: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:56: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:56: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:56: MCAcceptTask:2031-268 
11:47:56: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:56: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:55: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:55: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:55: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:55: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:55: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:55: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:54: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:54: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:54: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:54: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:54: MCAcceptTask:2031-268 
11:47:54: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:54: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:53: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:53: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:53: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:53: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:53: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:53: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:52: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:52: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:52: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:52: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:52: MCAcceptTask:2047-268 
11:47:52: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:52: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:51: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:51: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:51: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:51: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:51: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:51: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:50: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:50: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:50: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:50: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:50: GetMyPasture:2032-268 
11:47:50: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:50: 农场发包错误屋里凡凡3号
11:47:50: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:49: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:49: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:49: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:49: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:49: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:48: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:48: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:48: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:48: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:48: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
11:47:48: 牧场发包错误屋里凡凡3号
11:47:48: 牧场发包错误:
11:47:48: 牧场发包错误:MCAcceptTask
11:47:48: MCAcceptTask:2047-268 
11:47:48: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:47: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:47: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:47: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:47: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:47: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:47: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:46: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:46: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:46: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:46: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:46: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:46: MCAcceptTask:2031-268 
11:47:46: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:45: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:45: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:45: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:45: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:45: 3超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:45: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:44: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:44: 2超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:44: 2超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:44: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:44: 1超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:44: MCAcceptTask:2032-268 
11:47:44: 1超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
11:47:43: 3超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
11:47:43: 4超时URL[-1]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
11:47:43: 4超时URL[-1]:http://nc.qzone.qq.com/cgi-bin/exchange?act=2110008&cmd=index&g_tk=2013391502--
